time,probe,cat,target,target_ip,reached,ping_rtt,baseline_rtt,spike_x,trace_max_rtt,max_hop_delta,delta_link,tromboned,exit
2026-07-02 20:27,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,22.2,21.9,1.0,23.0,19.9,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 20:28,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,97.0,96.7,1.0,99.7,74.8,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:29,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,0.9,0.0,,False,
2026-07-02 20:30,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,22.2,21.9,1.0,23.1,20.6,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 20:30,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,105.5,101.0,1.0,101.4,100.8,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 20:30,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.2,99.2,1.0,194.7,171.1,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:31,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,22.5,23.1,1.0,29.1,23.2,RFC1918()->RFC1918(),False,
2026-07-02 20:31,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,28.7,28.7,1.0,24.5,24.4,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 20:31,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,25.3,4.4,5.8,25.4,18.5,RFC1918()->RFC1918(),False,
2026-07-02 20:31,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,25.3,4.4,5.8,5.1,2.7,RFC1918()->?(),False,
2026-07-02 20:31,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,25.3,4.4,5.8,4.5,2.1,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 20:32,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,99.1,98.6,1.0,103.5,79.8,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:32,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,25.5,25.9,1.0,26.2,24.2,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 20:32,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.6,95.6,1.0,101.2,75.9,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:43,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.3,96.7,1.0,182.2,143.7,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:43,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.9,21.9,1.0,23.0,19.2,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 20:44,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,0.8,0.0,,False,
2026-07-02 20:45,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,26.2,20.2,RFC1918()->RFC1918(),False,
2026-07-02 20:45,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.9,21.9,1.0,22.8,19.1,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 20:45,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,99.6,101.0,1.0,98.7,98.0,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 20:45,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.1,99.2,1.0,195.1,171.3,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:46,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,23.1,23.1,1.0,28.9,16.8,RFC1918()->RFC1918(),False,
2026-07-02 20:46,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,27.1,28.7,0.9,24.0,23.9,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 20:46,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,4.9,3.2,RFC1918()->?(),False,
2026-07-02 20:46,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,4.6,2.1,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 20:47,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.6,98.6,1.0,111.1,81.6,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:47,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,25.9,25.9,1.0,26.1,24.5,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 20:47,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.9,95.6,1.0,169.8,149.3,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:58,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.7,96.7,1.0,181.2,145.6,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 20:58,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.5,21.9,1.0,23.1,19.6,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 20:59,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,1.2,0.0,,False,
2026-07-02 21:00,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,29.0,28.7,1.0,25.0,24.8,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 21:00,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.4,4.4,1.0,5.0,2.6,RFC1918()->?(),False,
2026-07-02 21:00,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.5,21.9,1.0,22.4,19.7,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:00,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,101.0,101.0,1.0,98.6,97.9,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 21:00,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.7,99.2,1.0,195.1,169.7,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:01,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,28.0,23.1,1.2,29.1,17.4,RFC1918()->RFC1918(),False,
2026-07-02 21:01,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.4,4.4,1.0,26.9,21.3,RFC1918()->RFC1918(),False,
2026-07-02 21:01,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.4,4.4,1.0,4.3,2.4,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 21:02,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.6,98.6,1.0,103.3,79.2,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:02,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,25.9,25.9,1.0,26.2,24.6,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:02,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.6,95.6,1.0,138.6,103.8,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:13,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,99.5,96.7,1.0,99.7,74.4,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:13,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.2,21.9,1.0,23.1,19.6,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:14,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,1.4,0.0,,False,
2026-07-02 21:15,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,25.4,28.7,0.9,23.8,23.7,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 21:15,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,5.3,3.1,RFC1918()->?(),False,
2026-07-02 21:15,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,5.2,2.5,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 21:15,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.2,21.9,1.0,22.2,19.6,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:15,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,99.6,101.0,1.0,99.5,99.1,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 21:15,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.2,99.2,1.0,195.3,171.2,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:16,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,22.7,23.1,1.0,28.6,17.9,RFC1918()->RFC1918(),False,
2026-07-02 21:16,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,25.7,18.5,RFC1918()->RFC1918(),False,
2026-07-02 21:17,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.8,98.6,1.0,102.7,79.2,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:17,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,26.4,25.9,1.0,26.2,24.6,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:17,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.7,95.6,1.0,101.1,75.9,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:28,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.4,96.7,1.0,99.6,74.9,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:28,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.4,21.9,1.0,23.0,19.7,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:29,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,1.2,0.0,,False,
2026-07-02 21:30,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,23.3,23.1,1.0,28.4,17.0,RFC1918()->RFC1918(),False,
2026-07-02 21:30,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,25.5,19.1,RFC1918()->RFC1918(),False,
2026-07-02 21:30,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.4,21.9,1.0,22.6,19.8,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:30,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,101.2,101.0,1.0,100.0,99.3,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 21:30,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,98.9,99.2,1.0,195.0,170.8,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:31,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,24.6,28.7,0.9,24.9,24.9,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 21:31,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,5.1,2.6,RFC1918()->?(),False,
2026-07-02 21:31,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,4.4,2.1,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 21:32,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.6,98.6,1.0,102.9,79.0,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:32,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,25.6,25.9,1.0,26.3,24.4,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:32,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.6,95.6,1.0,100.9,75.9,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:43,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.4,96.7,1.0,99.6,74.9,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:43,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.6,21.9,1.0,23.0,19.2,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:44,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,1.2,0.0,,False,
2026-07-02 21:45,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,26.8,21.0,RFC1918()->RFC1918(),False,
2026-07-02 21:45,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,5.1,2.5,RFC1918()->?(),False,
2026-07-02 21:45,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,4.8,1.9,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 21:45,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.6,21.9,1.0,22.7,20.2,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:45,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,100.3,101.0,1.0,102.4,102.0,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 21:45,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.2,99.2,1.0,195.1,171.4,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:46,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,28.2,23.1,1.2,51.5,25.0,RFC1918()->RFC1918(),False,
2026-07-02 21:46,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,28.0,28.7,1.0,23.7,23.6,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 21:47,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.6,98.6,1.0,103.3,79.4,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:47,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,26.4,25.9,1.0,26.1,24.9,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:47,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.8,95.6,1.0,100.3,75.8,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:57,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.1,96.7,1.0,99.6,74.6,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 21:58,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.7,21.9,1.0,23.0,19.8,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 21:59,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,1.4,0.0,,False,
2026-07-02 22:00,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.7,21.9,1.0,22.6,19.3,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:00,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,99.0,101.0,1.0,98.0,97.3,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 22:00,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.0,99.2,1.0,195.0,171.3,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:01,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,22.7,23.1,1.0,28.7,16.8,RFC1918()->RFC1918(),False,
2026-07-02 22:01,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,28.2,28.7,1.0,23.3,23.2,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 22:01,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,25.7,18.5,RFC1918()->RFC1918(),False,
2026-07-02 22:01,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,5.1,2.3,RFC1918()->?(),False,
2026-07-02 22:01,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,4.5,2.3,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 22:02,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.4,98.6,1.0,104.6,79.8,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:02,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,26.2,25.9,1.0,27.1,24.9,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:02,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.6,95.6,1.0,119.7,76.0,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:12,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.4,96.7,1.0,99.5,74.3,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:13,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.5,21.9,1.0,23.1,19.4,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:14,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,0.9,0.0,PKTELECOM-AS-P(PK)->RFC1918(),False,
2026-07-02 22:15,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,25.5,28.7,0.9,23.7,23.6,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 22:15,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,27.9,22.3,RFC1918()->RFC1918(),False,
2026-07-02 22:15,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.5,21.9,1.0,22.6,19.4,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:15,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,100.2,101.0,1.0,99.4,99.0,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 22:15,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.1,99.2,1.0,198.5,173.5,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:16,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,28.3,23.1,1.2,23.6,16.7,RFC1918()->RFC1918(),False,
2026-07-02 22:16,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,5.3,3.3,RFC1918()->?(),False,
2026-07-02 22:16,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,11.7,8.3,RFC1918()->RFC1918(),False,
2026-07-02 22:17,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.4,98.6,1.0,102.2,79.3,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:17,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,26.3,25.9,1.0,26.9,24.9,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:17,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.6,95.6,1.0,107.0,76.0,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:27,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.4,96.7,1.0,99.6,74.5,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:27,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.6,21.9,1.0,23.0,19.4,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:29,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,1.5,0.0,,False,
2026-07-02 22:30,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,27.3,28.7,1.0,24.0,23.9,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 22:30,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.0,4.4,0.9,25.5,18.6,RFC1918()->RFC1918(),False,
2026-07-02 22:30,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.6,21.9,1.0,22.4,19.5,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:30,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,98.6,101.0,1.0,100.1,99.6,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 22:30,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.2,99.2,1.0,198.1,174.4,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:31,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,23.3,23.1,1.0,23.7,17.4,RFC1918()->RFC1918(),False,
2026-07-02 22:31,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.0,4.4,0.9,5.2,2.5,RFC1918()->?(),False,
2026-07-02 22:31,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.0,4.4,0.9,4.4,3.5,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 22:32,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.3,98.6,1.0,102.3,79.1,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:32,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,26.5,25.9,1.0,26.6,24.9,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:32,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.6,95.6,1.0,100.8,75.9,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:42,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.7,21.9,1.0,22.9,19.4,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:43,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,95.8,96.7,1.0,101.2,74.6,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:44,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,1.1,0.0,,False,
2026-07-02 22:45,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,28.6,28.7,1.0,24.6,24.5,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 22:45,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,25.3,18.7,RFC1918()->RFC1918(),False,
2026-07-02 22:45,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.7,21.9,1.0,22.6,19.8,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:45,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,99.4,101.0,1.0,101.2,100.5,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 22:45,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.5,99.2,1.0,195.0,170.8,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:46,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,28.4,23.1,1.2,28.4,12.6,RFC1918()->RFC1918(),False,
2026-07-02 22:46,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,5.0,2.4,RFC1918()->?(),False,
2026-07-02 22:46,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.1,4.4,0.9,4.4,2.2,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 22:47,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.7,98.6,1.0,102.5,79.4,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:47,ptcl.khi (AS17557),CDN,telenor.com.pk,104.18.12.112,True,27.7,25.9,1.1,26.5,24.8,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:47,zcom.anchor (AS152605),CDN,telenor.com.pk,104.18.12.112,True,95.7,95.6,1.0,101.1,75.9,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:57,orbit (AS151983),CDN,telenor.com.pk,104.18.12.112,True,96.3,96.7,1.0,99.5,74.5,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 22:58,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.4,21.9,1.0,22.9,19.2,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 22:59,ptcl.anchor (AS17557),CDN,telenor.com.pk,104.18.12.112,False,,24.0,,0.9,0.0,,False,
2026-07-02 23:00,fasttel (AS150683),CDN,telenor.com.pk,104.18.12.112,True,28.3,23.1,1.2,29.3,16.1,RFC1918()->RFC1918(),False,
2026-07-02 23:00,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,4.5,2.3,RFC1918()->CYBERNET-PK(PK),False,
2026-07-02 23:00,nayatel (AS23674),CDN,telenor.com.pk,104.18.12.112,True,21.4,21.9,1.0,22.7,19.9,RFC1918()->PKTELECOM-AS-P(PK),False,
2026-07-02 23:00,transworld (AS38193),CDN,telenor.com.pk,104.18.12.112,True,99.8,101.0,1.0,102.1,101.4,RFC1918()->CLOUDFLARENET (US),True,CLOUDFLARENET - Cloudfla
2026-07-02 23:00,tes.transworld-retail (AS135407),CDN,telenor.com.pk,104.18.12.112,True,99.1,99.2,1.0,195.2,171.3,TWA(PK)->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
2026-07-02 23:01,ptcl (AS17557),CDN,telenor.com.pk,104.18.12.112,True,28.4,28.7,1.0,24.0,23.9,RFC1918()->CLOUDFLARENET (US),False,
2026-07-02 23:01,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,25.6,18.7,RFC1918()->RFC1918(),False,
2026-07-02 23:01,cybernet (AS9541),CDN,telenor.com.pk,104.18.12.112,True,4.2,4.4,1.0,5.2,2.5,RFC1918()->?(),False,
2026-07-02 23:02,nova/tpcpl (AS136174),CDN,telenor.com.pk,104.18.12.112,True,98.3,98.6,1.0,103.1,56.5,?()->CMI-INT-HK - C(HK),True,CMI-INT-HK - China Mobil
